code,product_definition,description,cetane_octane,oxygenated_rbob_type,oxygenate_percent,comments_,requester,date_code_assigned
P8N,PREMIUM,CG,93,N,,LOW SULPHUR,CHRIS BULLARD,30-Apr-03
P8O,PREMIUM,CG,89,N,,SUBGRADE PREMIUM,LISA WILLIAMS,10-Jan-11
P8P,PREMIUM,CG,92,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8Q,PREMIUM,CG,92,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8R,PREMIUM,CG,93,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8S,PREMIUM,CG,92,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8T,PREMIUM,CG,92,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8U,PREMIUM,CG,93,N,,LOW SULPHUR,SUE BUCK,12-Sep-07
P8V,PREMIUM,CG,93,A,10,LOW SULPHUR,CHRIS BULLARD,15-Feb-08
P8W,PREMIUM,CG,93,A,10,LOW SULPHUR,CHRIS BULLARD,15-Feb-08
P8X,PREMIUM,CG,93,A,10,LOW SULPHUR,TRACY CROCKER,29-Apr-08
P8Y,PREMIUM,CG,89,N,,SUBGRAGE PREMIUM,LISA WILLIAMS,6-Jun-11
P90,PREMIUM,CG,93.5,A,10,,SARA GLEASON,26-Sep-97
P91,PREMIUM,CG,91,N,,,,2-Nov-94
P92,PREMIUM,CG,92,N,,,,2-Nov-94
P93,PREMIUM,CG,93,N,,,,2-Nov-94
P94,PREMIUM,CG,,N,,,RICHARD O'SHIELDS,29-Apr-97
P96,PREMIUM,CG,93.5,A,10,,SARA GLEASON,26-Sep-97
P99,PREMIUM,CG,94.5,A,10,,SARA GLEASON,26-Sep-97
P9A,PREMIUM,CG-RBOB,93,A,10,RBOB BLENDED WITH ETHANOL LOADED AS CONVENTIONAL GAS,MARGARET WARD,9-Apr-10
P9C,PREMIUM,CG-CBOB,91,A,10,"BLEND OF PREM CBOB , SUBOCTANE CBOB AND 10% ETHANOL",MARGARET WARD,9-Apr-10
P9D,PREMIUM,CG-CBOB,91,A,10,"BLEND OF PREM CBOB , SUBOCTANE CBOB AND 10% ETHANOL",MARGARET WARD,9-Apr-10
P9E,PREMIUM,CG,92,A,10,BLEND 60% PREM/30% SUB 84 AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9F,PREMIUM,CG,92,A,10,BLEND 60% PREM/30% SUB 84 AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9G,PREMIUM,CG,,N,,,,31-Dec-92
P9H,PREMIUM,CG,93,A,10,BLEND PREM WITH 84 SUB AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9J,PREMIUM,CG,93,A,10,BLEND PREM WITH 84 SUB AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9L,PREMIUM,CG-CBOB,91,A,10,CBOB FOR BLENDING WITH 10% ETHANOL,MARGARET WARD,16-Apr-10
P9M,PREMIUM,CG,91,A,10,BLEND PREM WITH 84 SUB AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9N,PREMIUM,CG,91,A,10,BLEND PREM WITH 84 SUB AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9P,PREMIUM,CG-CBOB,93,A,10,BLEND CBOB 83 OCTANE WITH CG PREM AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9Q,PREMIUM,CG-CBOB,93,A,10,BLEND CBOB 83 OCTANE WITH CG PREM AND 10% ETHANOL,MARGARET WARD,18-Apr-11
P9R,PREMIUM,CG-CBOB,93,A,10,CBOB FOR BLENDING WITH 10% ETHANOL,LISA WILLIAMS,28-Apr-11
P9S,PREMIUM,CG-CBOB,93,A,10,CBOB FOR BLENDING WITH 10% ETHANOL,LISA WILLIAMS,28-Apr-11
P9T,PREMIUM,CB - CONV,93,M,10,TP PUL 93 RVP>7.8 CONV ETOH 3.5-4.0 PX,Nathan Wyzorowski,8-Apr-16
PA1,PREMIUM,CG,92,N,,OVERADDITIZED,SARA GLEASON,1-Oct-97
PA2,PREMIUM,CG,92,N,,OREGON SPECIFICATIONS - NON-OXYGENATED,LISA WILLIAMS,18-Nov-10
PA3,PREMIUM,CG,92,N,,OREGON SPECIFICATIONS - NON-OXYGENATED,LISA WILLIAMS,18-Nov-10
PA4,PREMIUM,CG,92,N,,OREGON SPECIFICATIONS - NON-OXYGENATED,LISA WILLIAMS,18-Nov-10
PA5,PREMIUM,CG,92,N,,OREGON SPECIFICATIONS - NON-OXYGENATED,LISA WILLIAMS,18-Nov-10
PA9,PREMIUM,CG,91,N,,OVERADDITIZED,SARA GLEASON,1-Oct-97
PAA,PREMIUM,RFG,91,A,10,TOP TIER ADDITIZED,STEVE WOOD,1-Aug-19
PAB,PREMIUM,RFG,91,A,10,TOP TIER ADDITIZED,STEVE WOOD,1-Aug-19
PAF,PREMIUM,CG,93,N,,,ANNETTE HUNTER,4-May-98
PAJ,PREMIUM,CG,91,N,,,JUNE MALONE,11-May-99
PAL,PREMIUM,CG - CBG,91,M,,AZ CBG,BARRY DUFFIN,21-May-02
PAR,PREMIUM,CG-CARB,92,O,,CARB,,
PB3,PREMIUM,CG,91,A,7.7,,VG SMITH,2-Nov-98
PB7,PREMIUM,CG,92,A,7.7,,VG SMITH,2-Nov-98
PB8,PREMIUM,CG,92,A,7.7,,VG SMITH,2-Nov-98
PB9,PREMIUM,CG,91,A,10,TOP TIER ADDITIZED,Tony Patak,4-Sep-13
PBA,PREMIUM,CG,91.7,N,,,Tony Patak,17-Mar-15
PBB,PREMIUM,CG,91.7,N,,,Tony Patak,17-Mar-15
PBC,PREMIUM,CG,91.7,N,,,Tony Patak,17-Mar-15
PBF,PREMIUM,CG,91,N,,,VG SMITH,14-Jun-99
PBJ,PREMIUM,CG - CBG,92,N,,CBG-NV,VG SMITH,19-Aug-99
PBM,PREMIUM,CG,93,M,,,,2-Nov-94
PBS,PREMIUM,CG - CBG,92,N,,AZ CBG,DEBBIE MANSELL,31-Mar-00
PBT,Unleaded Premium 95 (E10),Euro 95 E10 ongelood met ACTIVE Technol,95,A,10,Euro 95 E10 ongelood met ACTIVE Technol,Thorsten Jekstat,25-Jul-19
PBU,Unleaded Premium 95 (E10),Euro 95 E10 10 ppm + Add. S Reg + Bio,95,A,10,Euro 95 E10 10 ppm + Add. S Reg + Bio,Thorsten Jekstat,25-Jul-19
PBV,Unleaded Premium 95 (E10),Euro 95 E10 ACTIVE Tech. Bio 0%,95,A,10,Euro 95 E10 ACTIVE Tech. Bio 0%,Thorsten Jekstat,25-Jul-19
PBW,Unleaded Premium 95 (E10),Euro 95 E10 10 ppm + Bio 0%,95,A,10,Euro 95 E10 10 ppm + Bio 0%,Thorsten Jekstat,25-Jul-19
PBX,Unleaded Premium 95 (E10),Euro 95 E10 10ppm + Add. B2B + Bio 0%,95,A,10,Euro 95 E10 10ppm + Add. B2B + Bio 0%,Thorsten Jekstat,25-Jul-19
PC2,PREMIUM,CG - CBG,91,M,,AZ CBG,BARRY DUFFIN,21-May-02
PC6,PREMIUM,CG,91,N,,,JIM WATTERS,21-Apr-99
PC7,PREMIUM,CG,93,N,,,VG SMITH,22-Apr-99
PC8,PREMIUM,CG,93,N,,,VG SMITH,22-Apr-99
PC9,PREMIUM,CG,93,N,,,VG SMITH,22-Apr-99
PCF,PREMIUM,CG - CBG,91,A,10,AZ CBG,JIM MILLER,20-Dec-01
PCG,PREMIUM,CG - CBG,91,A,5.7,AZ CBG,BARRY DUFFIN,4-Mar-02
PCH,PREMIUM,CG,92,A,7.7,,BARRY DUFFIN,4-Mar-02
PCJ,PREMIUM,CG,92,A,7.7,,BARRY DUFFIN,4-Mar-02
PCK,PREMIUM,CG - CBG,91,A,10,AZ CBG,BARRY DUFFIN,4-Mar-02
PCL,PREMIUM,CG - CBG,91,M,,AZ CBG,BARRY DUFFIN,4-Mar-02
PCM,PREMIUM,CG - CBG,91,M,,AZ CBG,BARRY DUFFIN,12-Jun-02
PCN,PREMIUM,CG - CBG,91,N,,AZ CBG,HOLT DAVIS,7-Nov-06
PCP,PREMIUM,CG - CBG,91,N,,AZ CBG,HOLT DAVIS,17-Nov-06
PCQ,PREMIUM,CG - CBG,91,N,,AZ CBG,TRACY CROCKER,7-Oct-10
PCR,PREMIUM,CG,93,A,,93 OCT CONV 3.5 W OETOH,AJ MEADE,22-Feb-12
PCS,PREMIUM,CG,93,A,,93 OCT CONV 3.5 W OETOH 8.8 RVP,AJ MEADE,22-Feb-12
PD5,PREMIUM,CG,92,A,5.7,,DEBBIE MANSELL,6-Oct-99
PD7,PREMIUM,CG,91,A,7.8,,JOE BRAZELL,30-Apr-00
PDA,PREMIUM,EUROPEAN GASOLINE,98,N,,EUROPEAN PRODUCT,MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDB,PREMIUM,EUROPEAN GASOLINE,98,N,,EUROPEAN PRODUCT,MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDC,PREMIUM,EUROPEAN GASOLINE,98,N,,EUROPEAN PRODUCT,MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDE,PREMIUM,EUROPEAN GASOLINE w/5% ETHANOL,98,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDF,PREMIUM,EUROPEAN GASOLINE w/5% ETHANOL,98,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDG,PREMIUM,EUROPEAN GASOLINE w/5% ETHANOL,98,A,5,EUROPEAN PRODUCT -ETHANOL5% (aka BIO 5%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDH,PREMIUM,EUROPEAN GASOLINE w/10% ETHANOL,98,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDJ,PREMIUM,EUROPEAN GASOLINE w/10% ETHANOL,98,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDK,PREMIUM,EUROPEAN GASOLINE w/10% ETHANOL,98,A,10,EUROPEAN PRODUCT -ETHANOL10% (aka BIO 10%),MARTIN SISSING/JEAN-YVES GONSALVES,3-Jul-12
PDL,PREMIUM,EUROPEAN PREMIUM,97,N,,EUROPEAN PRODUCT,FRITS VANDALEN,15-Nov-13
PDM,PREMIUM,EUROPEAN PREMIUM,97,N,,EUROPEAN PRODUCT,FRITS VANDALEN,15-Nov-13
PDN,PREMIUM,EUROPEAN PREMIUM w/3% ETHANOL,97,A,3,EUROPEAN PRODUCT-ETHANOL 3%,FRITS VANDALEN,15-Nov-13
PE,PREMIUM,CG,,A,,,,2-Nov-94
PE1,PREMIUM,CG,91,A,10,,MANSOOR AHMAD,20-May-04
PE2,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,LISA WILLIAMS,7-Mar-13
PE3,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,LISA WILLIAMS,7-Mar-13
PE4,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,LISA WILLIAMS,7-Mar-13
PE5,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,MARK  GOODSON,10-Mar-14
PE6,PREMIUM,CG,88.5,A,10,SUBGRADE PREMIUM,JEAN PICKETT,11-Mar-14
PE7,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,JEAN PICKETT,12-Mar-14
PE8,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,JEAN PICKETT,7-May-14
PE9,PREMIUM,CG,88.5,N,,SUBGRADE PREMIUM,JEAN PICKETT,7-May-14
PF1,PREMIUM,CG,91,N,,TOP TIER ADDITIZED,TONY PATAK,25-Aug-14
PF2,PREMIUM,CG,91,N,,TOP TIER ADDITIZED,TONY PATAK,25-Aug-14
PF3,PREMIUM,CG,91,N,,TOP TIER ADDITIZED,TONY PATAK,25-Aug-14
PF4,PREMIUM,CG,92,A,10,TOP TIER ADDITIZED,TONY PATAK,8-Oct-15
PF5,PREMIUM,CG,92,A,10,TOP TIER ADDITIZED,TONY PATAK,8-Oct-15
PIH,PREMIUM,CG,91,A,10,SUBOCTANE BLENDED WITH  PREMIUM AND ETHANOL,MARGARET WARD,7-Apr-10
PL1,PREMIUM,MIDGRADE - RFG,89,M,,,,
PL2,PREMIUM,MIDGRADE - RFG,89,M,,,,
PLB,PREMIUM,MIDGRADE - RFG,89,M,,,,
PLG,PREMIUM,MIDGRADE - RFG,89,M,,,,
PM2,PREMIUM,CG,,N,,,,2-Nov-94
PM3,PREMIUM,CG,,N,,,,2-Nov-94
PM4,PREMIUM,CG,91,N,,OVERADDITIZED,RANDY ROBINSON,3-Nov-08
PM5,PREMIUM,CG,91,N,,OVERADDITIZED,RANDY ROBINSON,3-Nov-08
PM6,PREMIUM,CG,93,N,,OVERADDITIZED,RANDY ROBINSON,3-Nov-08
PM7,PREMIUM,CG,93,N,,OVERADDITIZED,RANDY ROBINSON,3-Nov-08
PP1,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP2,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP3,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP4,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP5,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP6,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,RANDY THOMPSON,
PP7,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,RANDY THOMPSON,
PP8,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,21-Jun-04
PP9,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,21-Jun-04
PPA,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,1-Jul-04
PPB,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,1-Jul-04
PPC,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,1-Jul-04
PPD,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,1-Jul-04
PPE,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
PPF,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
PPG,PREMIUM,CG - GPA,91,N,,GPA GASOLINE,BARRY DUFFIN,24-Aug-04
PPH,PREMIUM,CG - GPA,91,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,24-Aug-04
PPK,PREMIUM,CG - GPA,91,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,24-Aug-04
PPL,PREMIUM,CG - GPA,91,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPM,PREMIUM,CG - GPA,91,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPN,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPO,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPP,PREMIUM,CG - GPA,91,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPQ,PREMIUM,CG - GPA,91,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPR,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPS,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPT,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPU,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPV,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPW,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPX,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPY,PREMIUM,CG - GPA,92,N,,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PPZ,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ1,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ2,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ3,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ4,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ5,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ6,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ7,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE,BARRY DUFFIN,16-Sep-04
PQ8,PREMIUM,CG - GPA,92,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQ9,PREMIUM,CG - GPA,92,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQA,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQB,PREMIUM,CG - GPA,92,A,7.8,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQC,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQD,PREMIUM,CG - GPA,92,A,10,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,17-Sep-04
PQE,PREMIUM,CG - GPA,91,A,8,GPA GASOLINE,RANDY THOMPSON,8-Oct-04
PQF,PREMIUM,CG - GPA,91,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,9-Dec-04
PQG,PREMIUM,CG - GPA,91,N,,GPA GASOLINE - OVERADDITIZED,BARRY DUFFIN,9-Dec-04
PQH,PREMIUM,CG - GPA,91,A,10,GPA GASOLINE,RANDY THOMPSON,13-Apr-05
PR1,PREMIUM,RFG,93,M,,,,
PR2,PREMIUM,RFG,93,M,,,,
PRB,PREMIUM,RFG,93,M,,,,
PRG,PREMIUM,RFG,93,M,,,,
PTU,PREMIUM,CB - CONV,93,M,10,TP PUL 93 RVP 8.8 CONV ETOH 3.5-4.0 PX,Nathan Wyzorowski,8-Apr-16
PU6,PREMIUM,CG-CARB,92,N,,CARB,JERRY HINSON,29-Feb-96
PU9,PREMIUM,CG-CARB,92,N,,CARB,JERRY HINSON,29-Feb-96
PV1,PREMIUM,CG-CARB,92,A,,CARB,JERRY HINSON,9-Nov-01
PX,PREMIUM,CG,,N,,,,2-Nov-94
Q01,PREMIUM,RBOB - CARB,91,A,,CARB,TIM DRINKARD,15-Nov-10
Q02,PREMIUM,RFG,93,A,10,93 10%Eth NonVoc RFG XOM,FRANK MCNASBY,18-Dec-19
Q0B,PREMIUM,CG,90,N,,,Brittany Donelan,29-May-15
Q10,PREMIUM,OPRG,93,M,,,,1-Jan-95
Q12,PREMIUM,RFG,92,M,11,,,1-Jan-95
Q13,93 +A7+B6:Y7+B6:Z+B6:Z7,93 RFG VOC E10,,,,90% PBOB/ 10% Ethanol/ 0.1105%gas additive,Michele Iacopino,20-Apr-20
Q14,93 RFG NON VOC E10,93 RFG NON VOC E10,,,,90% PBOB/ 10% Ethanol/ 0.1105%gas additive,Michele Iacopino,20-Apr-20
Q15,PREMIUM,RFG,93,M,11,,,1-Jan-95
Q1E,PREMIUM,RFG,93,M,8.5,,JAMIE GASKILL,16-Sep-96
Q1O,PREMIUM,RFG,93,O,,,JERRY HINSON,19-Sep-96
Q1T,PREMIUM,RFG - CARB OPRG,,E,,CARB,BEV THOMPSON,23-Oct-96
Q22,PREMIUM,RFG,93,A,10,VOC Region 2 RFG for Exxon Mobil,FRANK MCNASBY,14-Nov-19
Q24,PREMIUM,RFG,92,M,,,IDA JACKSON,2-Feb-95
Q25,PREMIUM,RFG,92,M,,,IDA JACKSON,2-Feb-95
Q26,PREMIUM,RFG,93,M,,,IDA JACKSON,2-Feb-95
Q27,PREMIUM,RFG,93,M,,,IDA JACKSON,2-Feb-95
Q28,PREMIUM,RFG,93,A,,,IDA JACKSON,2-Feb-95
Q29,PREMIUM,RFG,93,A,10,,JEAN PICKETT,22-Apr-11
Q2D,PREMIUM,RFG,93,A,10,,KIM ACTON,26-Sep-96
Q30,PREMIUM,RFG,93,M,,,JIM WATTERS,9-Apr-99
Q34,PREMIUM,RFG,93,A,10,,LISA ROTUNNO,24-Apr-95
Q43,PREMIUM,RFG,93,O,,,JERRY HINSON,3-May-95
Q44,PREMIUM,RFG,93,A,10,,LISA ROTUNNO,4-May-95
Q4A,PREMIUM,RBOB,92.1,A,5.7,,SARA GLEASON,25-Mar-02
Q4C,PREMIUM,RBOB,92.1,A,5.7,,RICH KLAWUNN,14-Mar-06
Q4H,PREMIUM,RBOB,92.1,A,5.7,,JOHN ROWLEY,20-Aug-01
Q5J,PREMIUM,RFG,93,A,10,OVERADDITIZED,JEAN PICKETT,25-May-10
Q5K,PREMIUM,RFG,93,O,,,SARA GLEASON,25-Feb-02
Q60,PREMIUM,OPRG,93,E,,OXY STD: MIN 2.7 MAX 2.9,LINDA  GILPATRICK,13-Jun-95
Q64,PREMIUM,RFG,92,E,,,LINDA  GILPATRICK,13-Jun-95
Q69,PREMIUM,RFG,92,E,,,LINDA  GILPATRICK,13-Jun-95
Q71,PREMIUM,RFG,93,E,,,LINDA  GILPATRICK,13-Jun-95
Q72,PREMIUM,RFG,93,E,,,LINDA  GILPATRICK,13-Jun-95
Q73,PREMIUM,RFG,93,E,,,LINDA  GILPATRICK,13-Jun-95
Q74,PREMIUM,RFG,93,E,,,TIM DRINKARD,13-Aug-13
Q75,PREMIUM,RFG,93,E,,,LINDA  GILPATRICK,13-Jun-95
Q76,PREMIUM,RFG,93,E,,,LINDA  GILPATRICK,13-Jun-95
Q78,PREMIUM,RFG,93,A,10,,VG SMITH,20-Apr-99
Q79,PREMIUM,OPRG,94,E,,OXY STD: MIN 2.7 MAX 2.9,LINDA  GILPATRICK,13-Jun-95
Q80,PREMIUM,RFG,94,E,,,LINDA  GILPATRICK,13-Jun-95
Q81,PREMIUM,RFG,93,A,10,,VG SMITH,20-Apr-99
Q82,PREMIUM,RFG,87,A,10,,RON RUSH,6-Feb-96
Q84,PREMIUM,RFG,90,A,10,,CHRIS BULLARD,18-Sep-95
Q85,PREMIUM,RFG,93,A,10,,VG SMITH,20-Apr-99
Q86,PREMIUM,RFG,92,A,10,,CHRIS BULLARD,18-Sep-95
Q88,PREMIUM,RFG,93,A,10,,CHRIS BULLARD,18-Sep-95
Q89,PREMIUM,RFG,93,A,7.7,,CHRIS BULLARD,18-Sep-95
Q8C,PREMIUM,OPRG,93,M,,,,23-Aug-94
Q90,PREMIUM,RFG,90,A,10,,CHRIS BULLARD,2-May-96
Q91,PREMIUM,RFG,92,A,10,,CHRIS BULLARD,2-May-96
Q92,PREMIUM,RFG,93,A,10,,CHRIS BULLARD,2-May-96
Q94,PREMIUM,RFG,93,M,,,DAVID WOMBLE,6-May-96
Q95,PREMIUM,RFG,93,A,10,,VG SMITH,20-Apr-99
Q97,PREMIUM,RFG,93,A,5.7,,LENNY GOINES,4-Sep-96
Q9A,PREMIUM,RBOB,91.3,A,10,,SARA GLEASON,15-May-02
Q9B,PREMIUM,RBOB,91.3,A,10,,SARA GLEASON,15-May-02
Q9C,PREMIUM,RBOB,91.3,A,10,,RANDY THOMPSON,21-Mar-06
Q9D,PREMIUM,RBOB,91.3,A,10,,RANDY THOMPSON,21-Mar-06
Q9E,PREMIUM,RBOB,92.1,A,5.7,,RANDY THOMPSON,21-Mar-06
Q9F,PREMIUM,RBOB,91.3,A,10,OVERADDITIZED FOR BLENDING,CHRIS BULLARD,20-Apr-06
Q9G,PREMIUM,RBOB,91.3,A,10,OVERADDITIZED FOR BLENDING,CHRIS BULLARD,20-Apr-06
Q9J,PREMIUM,RFG,93,A,10,93 10% ETH VOC RFG @ Hearne,Frank McNasby,15-Aug-19
Q9K,PREMIUM,RFG,93,M,,93 10% ETH NONVOC RFG @ Hearne,Frank McNasby,15-Aug-19
Q9P,PREMIUM,RFG,93,A,10,TT VOC RFG PREMIUM,Janie Morales,6-Feb-18
QA2,PREMIUM,RFG,93,A,10,,JOE BRAZELL,30-Sep-97
QA3,PREMIUM,RFG - CARB,91,A,10,CA CBG OVERADDITIZED 5X,LISA WILLIAMS,24-Feb-14
QA4,PREMIUM,RFG - CARB,91,A,10,CA CBG OVERADDITIZED 5X,LISA WILLIAMS,24-Feb-14
QAA,PREMIUM,RFG,92,M,,,PETE ALMARAZ,8-May-98
QAB,PREMIUM,RFG,93,M,,,PETE ALMARAZ,8-May-98
QAC,PREMIUM,RFG,92,M,,,PETE ALMARAZ,15-Sep-98
QAD,PREMIUM,RFG,93,M,,,PETE ALMARAZ,15-Sep-98
QAE,PREMIUM,RFG,92,M,,,PETE ALMARAZ,16-Sep-98
QAF,PREMIUM,RFG,93,M,,,PETE ALMARAZ,16-Sep-98
QAT,PREMIUM,RFG,93,M,,,SARA GLEASON,14-Sep-99
QAV,PREMIUM,RFG,93,M,,,SARA GLEASON,14-Sep-99
QB4,PREMIUM,RFG,94,E,,,ALANA HACKNEY,9-Feb-99
QBF,PREMIUM,RFG - CARB,91,E,,CARB,VIC SMITH,7-Apr-00
QBP,PREMIUM,RBOB - CARB,91,A,5.7,CA CBG,BARRY DUFFIN,4-Mar-02
QBQ,PREMIUM,RBOB - CARB,91,A,5.7,CA CBG,BARRY DUFFIN,4-Mar-02
QBR,PREMIUM,RBOB - CARB,91,A,5.7,CA CBG,BARRY DUFFIN,4-Mar-02
QBS,PREMIUM,RBOB - CARB,91,A,5.7,CA CBG,BARRY DUFFIN,4-Mar-02
QBT,PREMIUM,RBOB - CARB,91,A,5.7,CA CBG,BARRY DUFFIN,4-Mar-02
